full_title,society_name,rent,area_sqft,furnishing,apartment_type,preferred_tenants,link
1 RK Flat In Buildier Floor  for Rent  In Omicron 1a,,8500,279,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-omicron-1a-greater_noida-for-rs-8500/8aa99f489c65b068019c65fb48ea1ffe/detail
"1 BHK Apartment In Amrapali High Life 2, Noida Extension for Rent  In Noida Extension","Amrapali High Life 2, Noida Extension",15000,585,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-noida-extension-greater_noida-for-rs-15000/8aa9bece9c64d90b019c65247490264a/detail
1 BHK Flat for Rent  In Sector Mu 2,,7000,320,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-mu-2-greater_noida-for-rs-7000/8a9faf827f97fabd017f984f61602471/detail
"1 BHK Apartment In Nbcc Dream Valley, Amrapali Dream Valley for Rent  In Amrapali Dream Valley","NBCC Dream Valley, Amrapali Dream Valley",15000,600,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-amrapali-dream-valley-noida-for-rs-15000/8aa9862e9b789506019b7979bc1f4b96/detail
2 BHK Flat for Rent  In Tilpata Karanwas,,6000,800,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tilpata-karanwas-greater_noida-for-rs-6000/8aa9a06b98f95bce0198f992c2d52190/detail
2 BHK Flat In Paras Residency Bindal Enclave for Rent  In Paras Residency,,13000,400,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-paras-residency-greater_noida-for-rs-13000/8a9f938498ef0ff60198ef251d3b0638/detail
1 BHK Flat for Rent  In Sector 22 D,,5000,337,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-22-d-greater_noida-for-rs-5000/8aa991e89af79efb019af7eae93f21e4/detail
2 BHK Flat In Supertech Ecovillage 2 for Rent  In Eco Village 2,,16000,890,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-eco-village-2-greater_noida-for-rs-16000/8a9f8b838c87ad30018c896ae60e63cc/detail
3 BHK Apartment In Ats Pious Hideaways Sector 150 Noida for Rent  In Sector 150,ats pious hideaways sector 150 noida,30000,1675,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-150-greater_noida-for-rs-30000/8aa98ee798ff5d930198ff7a22e910d9/detail
"1 RK Flat In Standalone for Rent  In  Khera Choganpur,",,3800,350,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in--khera-choganpur--greater_noida-for-rs-3800/8aa9b6339c5b63e6019c5c2eb36253da/detail
3 BHK Flat for Rent  In Gaur City 1 Noida Extension,,15000,1000,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-gaur-city-1-noida-extension-greater_noida-for-rs-15000/8a9f931472df512e0172e1b439d07717/detail
1 BHK Flat for Rent  In Chamrawali Bodaki,,12000,430,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chamrawali-bodaki-greater_noida-for-rs-12000/8a9f8ec3915f940e01915f9dcde40315/detail
3 BHK Apartment In Migsun Vilaasa for Rent  In Eta Ii,Migsun Vilaasa,30000,1375,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-eta-ii-greater_noida-for-rs-30000/8aa99aed9c50e01f019c512169351b0b/detail
"1 RK Flat In Omaxe Palm Greens, Greater Noida for Rent  In Sector Mu",,6000,250,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-mu-greater_noida-for-rs-6000/8a9f97827a31e6fe017a32548e4f3415/detail
1 RK Flat for Rent  In Rampur Jagir,,8500,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-rampur-jagir-greater_noida-for-rs-8500/8a9f99c38f08e95b018f09365b2514ad/detail
2 BHK Flat In Amrapali Centurian Park Phase Ii for Rent  In Tech Zone Iv,,18000,990,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-noida-for-rs-18000/8a9ff68389522d4e018952d9d0a44406/detail
1 RK Flat In Standlone Building for Rent  In Buddha,,3000,156,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-buddha-greater_noida-for-rs-3000/8aa9b9f29b11cccb019b1215c4b61ac4/detail
2 BHK Flat for Rent  In  Beta I,,15000,700,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--beta-i-greater_noida-for-rs-15000/8a9faa83963e456301963e6b4bdf345f/detail
1 BHK Flat for Rent  In Haldoni,,8000,200,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-haldoni-greater_noida-for-rs-8000/8aa9b0ad9c514be2019c515f330508b8/detail
1 BHK Flat In Standalone Building  for Rent  In Surajpur,,4000,890,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4000/8a9fc483822a833301822aacdad81f86/detail
3 BHK Flat for Rent  In Nbcc Golf Homes,,20000,1115,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-nbcc-golf-homes-noida-for-rs-20000/8a9f85038cb8800d018cb9aa0f663812/detail
1 RK Flat for Rent  In Surajpur,,2950,400,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-2950/8aa9b6039c478e10019c479ac78d0441/detail
4 BHK Apartment In Purvanchal Heights for Rent  In Sector Zeta I,Purvanchal Heights,40000,2640,,4 BHK,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-zeta-i-greater_noida-for-rs-40000/8a9f8e8a971104880197114d9c3c1cad/detail
3 BHK Flat In Rarh Building  for Rent  In Sonia Vihar,,18000,800,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sonia-vihar-ghaziabad-for-rs-18000/8aa9ba259ba0b500019ba190d68f4e8f/detail
3 BHK Apartment In Sky Plaza  for Rent  In Sky Plaza,Sky Plaza,20000,1940,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sky-plaza-greater_noida-for-rs-20000/8aa9b7909b4a3bd1019b4a7060ba14b6/detail
2 BHK Flat In Standalone Building  for Rent  In Gaur City 2,,8000,900,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-gaur-city-2-ghaziabad-for-rs-8000/8a9f86839266cbf1019266dfd1dd052c/detail
1 RK Flat In Apartment for Rent  In Tugalpur,,4500,150,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-tugalpur-greater_noida-for-rs-4500/8aa9af639c2d5116019c2d8a05c61836/detail
1 BHK Flat In Ramesh Sadan for Rent  In Surajpur,,4000,500,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4000/8a9f8f0393a588960193a5c504081935/detail
"1 BHK Flat for Rent  In  Sector 22d,",,5000,500,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--sector-22d--greater_noida-for-rs-5000/8aa9b5429c45848b019c462847e83865/detail
"2 BHK Flat for Rent  In  Sector 22d,",,8000,800,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--sector-22d--greater_noida-for-rs-8000/8aa9a95d9c45848d019c4628683539c9/detail
2 BHK Apartment In Migsun Ultimo Sun 4 for Rent  In Omicron Iii,Migsun Ultimo Sun 4,32000,1000,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-32000/8a9fc583893723bf01893e9736c73e5b/detail
2 BHK Flat In Standalone Building  for Rent  In Vaishali,,9000,1100,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vaishali-greater_noida-for-rs-9000/8a9fc3827ee98764017ee9d625c919e5/detail
1 BHK Flat In Standlone Building for Rent  In Kulesara,,2500,450,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kulesara-greater_noida-for-rs-2500/8aa99abe9c3c4cee019c3cb327c82aa8/detail
1 RK Flat for Rent  In Tugalpur,,6500,300,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-tugalpur-greater_noida-for-rs-6500/8a9f9b94987453d20198747edf3712aa/detail
4 BHK Apartment In Kbnows Apartment for Rent  In Sector 16,Kbnows Apartment,22000,1863,,4 BHK,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-16-greater_noida-for-rs-22000/8a9f883e8fc329a0018fc397563a3b3e/detail
"3 BHK Apartment In Eco Village 3, Supertech for Rent  In Sector-16b","Eco Village 3, Supertech",20000,1505,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-16b-greater_noida-for-rs-20000/8a9fc2827f10cb82017f1121d7c338a1/detail
2 BHK Apartment In Allure Vaikunta Apartments for Rent  In Yamuna Expressway,Allure Vaikunta Apartments,25000,1800,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expressway-greater_noida-for-rs-25000/8aa993099c31fa37019c3376f1d60ce7/detail
1 BHK Apartment In Cassia Estate for Rent  In Sector Pi 1,CASSIA ESTATE,7000,540,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-pi-1-greater_noida-for-rs-7000/8a9f80ed702fec3b017032db2f1f688f/detail
2 BHK Apartment In Ats Allure for Rent  In Sector 22d,Ats Allure,20000,1150,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-22d-greater_noida-for-rs-20000/8a9f8a838fc92edc018fc98abe772f99/detail
"1 BHK Flat In Supertech Golf Country, Yamuna Expressway for Rent  In Sector 22b,",,9000,690,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-22b--greater_noida-for-rs-9000/8a9fb48494a7770e0194a7a0f3f20ecd/detail
"1 RK Flat for Rent  In Kasna Village,",,4500,120,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kasna-village--greater_noida-for-rs-4500/8aa9b6e49c5561cc019c55bf4e462c44/detail
1 BHK Flat In Craft India Palcae  for Rent  In Kulesara,,11000,600,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kulesara-greater_noida-for-rs-11000/8aa9b4739c292dc7019c298c0bd21783/detail
1 RK Flat In Craft  India Palace  for Rent  In Kulesara,,5500,300,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kulesara-greater_noida-for-rs-5500/8aa999a99c292dd7019c298a1d9516e6/detail
3 BHK Apartment In Capital Athena for Rent  In Sector 1,Capital Athena,35000,2175,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-35000/8a9f878598e4cf2c0198e4ed090d0a33/detail
"2 BHK Apartment In Aig Park Avenue for Rent  In Sector 4,",Aig park avenue,18000,1080,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sector-4--greater_noida-for-rs-18000/8aa9baf79c1c4dd3019c1ca79282139c/detail
"2 BHK Flat In Sector 22d, Yamuna Expressway for Rent  In Yamuna Expressway",,12000,1184,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yamuna-expressway-greater_noida-for-rs-12000/8aa9aaae9aaacde5019aaae9d97f0bbe/detail
1 RK Flat In Apartment for Rent  In Malakpur Village,,5500,173,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-malakpur-village-greater_noida-for-rs-5500/ff8081816e96b04b016e9ceb8403232a/detail
4 BHK Apartment In Ats Rhapsody for Rent  In Sector 1,ATS Rhapsody,40000,2400,,4 BHK,All,https://www.nobroker.in/property/4-bhk-apartment-for-rent-in-sector-1--greater_noida-for-rs-40000/8a9f918996c920810196c94cac791056/detail
1 RK Flat for Rent  In Lakhnawali,,12000,100,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-lakhnawali-greater_noida-for-rs-12000/8a9fa28a970204e80197025f600d2ad7/detail
1 RK Flat for Rent  In Devla,,3300,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-devla-greater_noida-for-rs-3300/8aa9aae19c2892dc019c28e8f4822124/detail
1 RK Flat for Rent  In Surajpur,,3000,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3000/8aa9c3d89a7c06e3019a7c4bf78b1b46/detail
1 BHK Flat In Builder Floor for Rent  In Sector Mu 2,,6000,270,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-mu-2-greater_noida-for-rs-6000/8a9fa186960011b901960058cf491bd0/detail
"1 BHK Flat In Apartment for Rent  In Surajpur, Gurudwar Singh Sabha",,5000,416,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-gurudwar-singh-sabha-greater_noida-for-rs-5000/8aa996f99c2892cb019c2898cc0400f8/detail
1 RK Flat for Rent  In Surajpur,,3500,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3500/8a9f934390f8954e0190f89aecbf00df/detail
1 RK Flat In Standalone Building  for Rent  In Surajpur,,6500,250,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur--greater_noida-for-rs-6500/8aa9be519a903221019a9093411c2c36/detail
1 RK Flat for Rent  In Surajpur,,4000,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4000/8a9fb08595cc242a0195cc342843058e/detail
1 RK Flat for Rent  In Habibpur,,2800,100,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-habibpur-greater_noida-for-rs-2800/8a9fa13f77908e500177909637cb02fd/detail
1 BHK Flat for Rent  In Surajpur,,4000,800,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur--greater_noida-for-rs-4000/8a9f92438f2dd20f018f2de3abfa06e0/detail
1 RK Flat for Rent  In Surajpur,,3200,132,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-noida-for-rs-3200/8a9f8e43930fbc520193102080ee2d12/detail
2 BHK Flat for Rent  In Surajpur,,8500,800,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-8500/8a9f8c8596f66e710196f6ad59351b81/detail
1 BHK Apartment In Panchsheel Greens 1 for Rent  In Sector 16b,Panchsheel Greens 1,20000,900,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-16b-noida-for-rs-20000/8a9f83438e1c3c37018e1ccbd18969f1/detail
2 BHK Apartment In Oasis My Home for Rent  In Surajpur,Oasis My Home,13000,1405,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-13000/8a9fac8497d51be70197d52cad140514/detail
2 BHK Apartment In Victory Amara for Rent  In Panchsheel Greens 2,Victory Amara,18000,1050,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-panchsheel-greens-2-ghaziabad-for-rs-18000/8a9fa1839638b1f8019638e0518f1130/detail
1 BHK Flat for Rent  In Sector 10,,4000,270,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-10-greater_noida-for-rs-4000/ff8081816eb1f9e1016eb65fe5f95ea5/detail
3 BHK Flat for Rent  In Sector 36,,7000,1205,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-sector-36-greater_noida-for-rs-7000/8a9f858597967fb301979697e35d0b08/detail
"3 BHK Apartment In Shri Vinayaka Group for Rent  In Plot No 32, Block A, Omega-i, Greater Noida, Uttar Pradesh 201315",Shri Vinayaka Group,25000,1100,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-plot-no-32-block-a-omega-i-greater-noida-uttar-pradesh-201315-noida-for-rs-25000/8aa9b5ad9c172786019c17cd432a36e6/detail
1 RK Flat In Apartment for Rent  In Tilapta Village,,3000,250,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-tilapta-village-greater_noida-for-rs-3000/8a9fbf8282304e70018230a0a86b37f9/detail
2 BHK Apartment In Ashiyana Apartment for Rent  In Shahberi,Ashiyana apartment,12000,850,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-shahberi-ghaziabad-for-rs-12000/8aa9869b9c13394c019c13567d1d0b78/detail
2 BHK Apartment In Sector 22d Yamuna Expressway Authority Flats for Rent  In Ballukhera,Sector 22D Yamuna Expressway Authority Flats,12000,1100,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ballukhera-greater_noida-for-rs-12000/8aa9b2059c1200fd019c12bf72c450ae/detail
2 BHK Apartment In Elegant Ville for Rent  In Tech Zone Iv,Elegant Ville,16000,800,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-tech-zone-iv-greater_noida-for-rs-16000/8aa9b70b9c2bc0e1019c2c3f573a2a09/detail
"1 BHK Apartment In Dream Valley 2  for Rent  In  Greater Noida,",dream valley 2,15000,585,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in--greater-noida--noida-for-rs-15000/8aa9af069c028e17019c03285db83016/detail
"2 BHK Apartment In Oasis My Home, Surajpur for Rent  In Surajpur","Oasis My Home, Surajpur",20000,1000,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-surajpur-greater_noida-for-rs-20000/8a9f99838e882a6f018e886f8d771816/detail
1 BHK Apartment In Cassia Estate for Rent  In Pi I & Ii,Cassia Estate,8500,800,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-pi-i-%26-ii-greater_noida-for-rs-8500/8a9f938279a1b1580179a1eb791913f2/detail
1 RK Flat for Rent  In Kulesara,,3000,150,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kulesara-greater_noida-for-rs-3000/8a9f9a84993d2df001993d9f99ee2f90/detail
3 BHK Apartment In Migsun Ultimo for Rent  In Omicron Iii,Migsun Ultimo,25000,1395,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-omicron-iii-greater_noida-for-rs-25000/8a9f908496b894450196b8e1a5ea24d5/detail
2 BHK Flat In Baghel Mansion for Rent  In Suthiyana,,6000,630,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-suthiyana-greater_noida-for-rs-6000/8a9fa68d857cf0ba01857d7083cf513b/detail
1 RK Flat In Standalone Building   for Rent  In Surajpur,,3500,120,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-3500/8aa9b16d9ace6c75019aced928a134a5/detail
1 RK Flat for Rent  In Surajpur,,5000,200,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9f8a869701ff0101970252b2ef26cb/detail
1 RK Flat for Rent  In Sector 37 Rho 2,,12000,300,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-sector-37-rho-2-greater_noida-for-rs-12000/8a9f9b8495db29150195db8da32529ba/detail
1 BHK Flat for Rent  In Surajpur,,10000,400,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-surajpur-noida-for-rs-10000/8a9f938595e651450195e683f1b01241/detail
1 BHK Flat In Aditya Niwas  for Rent  In Phi Iv,,14000,645,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-phi-iv-greater_noida-for-rs-14000/8a9fd882833f511f01833fd6bbc47439/detail
1 BHK Flat for Rent  In Sector Alpha Ii,,17000,700,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-alpha-ii-greater_noida-for-rs-17000/8a9f85c38e03c631018e043aa89759e2/detail
1 BHK Flat In Appartment for Rent  In Ballukhera,,3000,600,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-ballukhera-greater_noida-for-rs-3000/8aa9b6659b115f2f019b119a74ad174a/detail
3 BHK Flat In Hawelia Valenova Park for Rent  In Techzone 4,,21000,1760,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-techzone-4-greater_noida-for-rs-21000/8a9f91837718d5de017719445fda2263/detail
2 BHK Apartment In Ncr Monarch for Rent  In Bisrakh Jalalpur,NCR Monarch,20000,1255,,2 BHK,All,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bisrakh-jalalpur-greater_noida-for-rs-20000/8aa9b7b59af80d0d019af839f1da10cb/detail
1 RK Flat In Standalone Building  for Rent  In Surajpur,,5000,130,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-5000/8a9fe7838931fd89018933d7b79d52c8/detail
1 RK Flat In Standalone Building  for Rent  In Kulesara,,4000,250,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kulesara-greater_noida-for-rs-4000/8a9f8b878cdc8b83018cdea86cce36ab/detail
3 BHK Flat In Standalone Building	 for Rent  In G.b.nagar,,22000,1500,,3 BHK,All,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-g-b-nagar-greater_noida-for-rs-22000/8a9faf84969ed4b501969f17e74d1ac0/detail
1 RK Flat for Rent  In Kasna,,9500,250,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-kasna-greater_noida-for-rs-9500/8a9f9b8495275ee6019527b2e95f2025/detail
1 RK Flat for Rent  In Surajpur,,4500,400,,1 RK,All,https://www.nobroker.in/property/1-rk-apartment-for-rent-in-surajpur-greater_noida-for-rs-4500/8a9f088386fdd5290186fe0668e31dc5/detail
1 BHK Flat for Rent  In Sector Alpha Ii,,15000,445,,1 BHK,All,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-sector-alpha-ii-greater_noida-for-rs-15000/8a9faa8b97f32c840197f36eacd31abd/detail
